P_NAME,P_HABZONE,P_TYPE_TEMP
Kepler-406 c,0,Hot
Kepler-407 b,0,Hot
Kepler-407 c,0,Cold
Kepler-408 b,0,Hot
Kepler-409 b,0,Hot
Kepler-41 b,0,Hot
Kepler-410 A b,0,Hot
Kepler-411 b,0,
Kepler-411 c,0,
Kepler-411 d,0,
Kepler-411 e,0,
Kepler-412 b,0,Hot
Kepler-413 b,0,Hot
Kepler-414 b,0,
Kepler-414 c,0,
Kepler-415 b,0,
Kepler-415 c,0,
Kepler-416 b,0,
Kepler-416 c,0,
Kepler-417 b,0,
Kepler-417 c,0,
Kepler-418 b,0,Hot
Kepler-419 b,0,Hot
Kepler-419 c,1,Warm
Kepler-42 b,0,Hot
Kepler-42 c,0,Hot
Kepler-42 d,0,Hot
Kepler-421 b,0,Cold
Kepler-422 b,0,Hot
Kepler-423 b,0,Hot
Kepler-424 b,0,Hot
Kepler-424 c,1,Warm
Kepler-425 b,0,Hot
Kepler-426 b,0,Hot
Kepler-427 b,0,Hot
Kepler-428 b,0,Hot
Kepler-43 b,0,Hot
Kepler-430 b,0,Hot
Kepler-430 c,0,Hot
Kepler-431 b,0,Hot
Kepler-431 c,0,Hot
Kepler-431 d,0,Hot
Kepler-432 b,0,Hot
Kepler-432 c,0,Hot
Kepler-433 b,0,Hot
Kepler-434 b,0,Hot
Kepler-435 b,0,Hot
Kepler-436 b,0,Hot
Kepler-436 c,0,Hot
Kepler-437 b,0,Hot
Kepler-438 b,0,Hot
Kepler-439 b,0,Hot
Kepler-44 b,0,Hot
Kepler-440 b,1,Warm
Kepler-441 b,0,Cold
Kepler-442 b,2,Warm
Kepler-443 b,2,Warm
Kepler-444 b,0,Hot
Kepler-444 c,0,Hot
Kepler-444 d,0,Hot
Kepler-444 e,0,Hot
Kepler-444 f,0,Hot
Kepler-445 b,0,Hot
Kepler-445 c,0,Hot
Kepler-445 d,0,Hot
Kepler-446 b,0,Hot
Kepler-446 c,0,Hot
Kepler-446 d,0,Hot
Kepler-447 b,0,Hot
Kepler-449 b,0,
Kepler-449 c,0,
Kepler-45 b,0,Hot
Kepler-450 b,0,
Kepler-450 c,0,
Kepler-450 d,0,
Kepler-452 b,2,Warm
Kepler-453 b,2,Warm
Kepler-454 b,0,Hot
Kepler-454 c,2,Warm
Kepler-458 c,0,Hot
Kepler-46 b,0,Hot
Kepler-46 c,0,Hot
Kepler-46 d,0,Hot
Kepler-460 c,0,Hot
Kepler-461 b,0,Hot
Kepler-462 b,0,Hot
Kepler-463 b,0,Hot
Kepler-464 b,0,Hot
Kepler-465 b,0,Hot
Kepler-466 b,0,Hot
Kepler-466 c,0,Hot
Kepler-467 b,0,Hot
Kepler-468 b,0,Hot
Kepler-47 b,0,
Kepler-47 c,0,
Kepler-47 d,0,
Kepler-470 b,0,Hot
Kepler-471 b,0,Hot
Kepler-472 b,0,Hot
Kepler-473 b,0,Hot
Kepler-474 b,0,Hot
Kepler-475 b,0,Hot
Kepler-476 b,0,Hot
Kepler-477 b,0,Hot
Kepler-478 b,0,Hot
Kepler-479 b,0,Hot
Kepler-48 b,0,Hot
Kepler-48 c,0,Hot
Kepler-48 d,0,Hot
Kepler-48 e,0,Cold
Kepler-480 b,0,Hot
Kepler-481 b,0,Hot
Kepler-482 b,0,Hot
Kepler-483 b,0,Hot
Kepler-484 b,0,Hot
Kepler-485 b,0,Hot
Kepler-486 b,0,Hot
Kepler-487 b,0,Hot
Kepler-487 c,0,Hot
Kepler-488 b,0,Hot
Kepler-489 b,0,Hot
Kepler-49 b,0,
Kepler-49 c,0,
Kepler-49 d,0,Hot
Kepler-49 e,0,Hot
Kepler-490 b,0,Hot
Kepler-491 b,0,Hot
Kepler-492 b,0,Hot
Kepler-493 b,0,Hot
Kepler-494 b,0,Hot
Kepler-495 b,0,Hot
Kepler-496 b,0,Hot
Kepler-497 b,0,Hot
Kepler-498 b,0,Hot
Kepler-499 b,0,Hot
Kepler-5 b,0,Hot
Kepler-50 b,0,Hot
Kepler-50 c,0,Hot
Kepler-500 b,0,Hot
Kepler-501 b,0,Hot
Kepler-502 b,0,Hot
Kepler-504 b,0,Hot
Kepler-505 b,0,Hot
Kepler-506 b,0,Hot
Kepler-507 b,0,Hot
Kepler-508 b,0,Hot
Kepler-509 b,0,Hot
Kepler-51 b,0,Hot
Kepler-51 c,0,Hot
Kepler-51 d,0,Hot
Kepler-510 b,0,Hot
Kepler-511 b,0,Hot
Kepler-512 b,0,Hot
Kepler-513 b,0,Hot
Kepler-514 b,0,Hot
Kepler-515 b,0,Hot
Kepler-516 b,0,Hot
Kepler-517 b,0,Hot
Kepler-518 b,0,Hot
Kepler-519 b,0,Hot
Kepler-52 b,0,
Kepler-52 c,0,
Kepler-52 d,0,Hot
Kepler-520 b,0,Hot
Kepler-520 c,0,Hot
Kepler-521 b,0,Hot
Kepler-522 b,0,Hot
Kepler-523 b,0,Hot
Kepler-524 b,0,Hot
Kepler-524 c,0,Hot
Kepler-525 b,0,Hot
Kepler-526 b,0,Hot
Kepler-527 b,0,Hot
Kepler-528 b,0,Hot
Kepler-529 b,0,Hot
Kepler-529 c,0,Hot
Kepler-53 b,0,Hot
Kepler-53 c,0,Hot
Kepler-53 d,0,Hot
Kepler-530 b,0,Hot
Kepler-531 b,0,Hot
Kepler-532 b,0,Hot
Kepler-533 b,0,Hot
Kepler-534 b,0,Hot
Kepler-535 b,0,Hot
Kepler-536 b,0,Hot
Kepler-537 b,0,Hot
Kepler-538 b,0,Hot
Kepler-539 b,0,Hot
Kepler-539 c,0,Cold
Kepler-54 b,0,
Kepler-54 c,0,
Kepler-54 d,0,Hot
Kepler-540 b,0,Hot
Kepler-541 b,0,Hot
Kepler-542 b,0,Hot
Kepler-543 b,0,Hot
Kepler-544 b,0,Hot
Kepler-545 b,0,Hot
Kepler-546 b,0,Hot
Kepler-547 b,0,Hot
Kepler-548 b,0,Hot
Kepler-549 b,0,Hot
Kepler-549 c,0,Hot
Kepler-55 b,0,
Kepler-55 c,0,
Kepler-55 d,0,Hot
Kepler-55 e,0,Hot
Kepler-55 f,0,Hot
Kepler-550 b,0,Hot
Kepler-551 b,0,Hot
Kepler-552 b,0,Hot
Kepler-553 b,0,Hot
Kepler-553 c,2,Warm
Kepler-554 b,0,Hot
Kepler-555 b,0,Hot
Kepler-556 b,0,Hot
Kepler-557 b,0,Hot
Kepler-558 b,0,Hot
Kepler-559 b,0,Hot
Kepler-56 b,0,Hot
Kepler-56 c,0,Hot
Kepler-56 d,0,Hot
Kepler-560 b,0,Hot
Kepler-561 b,0,Hot
Kepler-561 c,0,Hot
Kepler-562 b,0,Hot
Kepler-563 b,0,Hot
Kepler-564 b,0,Hot
Kepler-565 b,0,Hot
Kepler-566 b,0,Hot
Kepler-567 b,0,Hot
Kepler-568 b,0,Hot
Kepler-569 b,0,Hot
Kepler-57 b,0,Hot
Kepler-57 c,0,Hot
Kepler-570 b,0,Hot
Kepler-571 b,0,Hot
Kepler-572 b,0,Hot
Kepler-573 b,0,Hot
Kepler-574 b,0,Hot
Kepler-575 b,0,Hot
Kepler-576 b,0,Hot
Kepler-577 b,0,Hot
Kepler-578 b,0,Hot
Kepler-579 b,0,Hot
Kepler-58 b,0,
Kepler-58 c,0,
Kepler-58 d,0,Hot
Kepler-580 b,0,Hot
Kepler-581 b,0,Hot
Kepler-582 b,0,Hot
Kepler-583 b,0,Hot
Kepler-584 b,0,Hot
Kepler-585 b,0,Hot
Kepler-586 b,0,Hot
Kepler-587 b,0,Hot
Kepler-588 b,0,Hot
Kepler-589 b,0,Hot
Kepler-59 b,0,Hot
Kepler-59 c,0,Hot
Kepler-590 b,0,Hot
Kepler-591 b,0,Hot
Kepler-592 b,0,Hot
Kepler-593 b,0,Hot
Kepler-594 b,0,Hot
Kepler-595 b,0,Hot
Kepler-596 b,0,Hot
Kepler-597 b,0,Hot
Kepler-598 b,0,Hot
Kepler-599 b,0,Hot
Kepler-6 b,0,Hot
Kepler-60 b,0,Hot
Kepler-60 c,0,Hot
Kepler-60 d,0,Hot
Kepler-600 b,0,Hot
Kepler-601 b,0,Hot
Kepler-602 b,0,Hot
Kepler-603 b,0,Hot
Kepler-603 c,0,Hot
Kepler-603 d,0,Hot
Kepler-604 b,0,Hot
Kepler-605 b,0,Hot
Kepler-605 c,0,Hot
Kepler-606 b,0,Hot
Kepler-607 b,0,Hot
Kepler-608 b,0,Hot
Kepler-609 b,0,Hot
Kepler-61 b,1,Warm
Kepler-610 b,0,Hot
Kepler-610 c,0,Hot
Kepler-611 b,0,Hot
Kepler-612 b,0,Hot
Kepler-613 b,0,Hot
Kepler-614 b,0,Hot
Kepler-615 b,0,Hot
Kepler-616 b,0,Hot
Kepler-616 c,0,Hot
Kepler-617 b,0,Hot
Kepler-618 b,0,Hot
Kepler-619 b,0,Hot
Kepler-619 c,0,Hot
Kepler-62 b,0,Hot
Kepler-62 c,0,Hot
Kepler-62 d,0,Hot
Kepler-62 e,1,Warm
Kepler-62 f,2,Warm
Kepler-620 b,0,Hot
Kepler-621 b,0,Hot
Kepler-622 b,0,Hot
Kepler-623 b,0,Hot
Kepler-624 b,0,Hot
Kepler-625 b,0,Hot
Kepler-625 c,0,Hot
Kepler-626 b,0,Hot
Kepler-627 b,0,Hot
Kepler-628 b,0,Hot
Kepler-629 b,0,Hot
Kepler-63 b,0,Hot
Kepler-630 b,0,Hot
Kepler-631 b,0,Hot
Kepler-632 b,0,Hot
Kepler-633 b,0,Hot
Kepler-634 b,0,Hot
Kepler-635 b,0,Hot
Kepler-636 b,0,Hot
Kepler-637 b,0,Hot
Kepler-638 b,0,Hot
Kepler-639 b,0,Hot
Kepler-640 b,0,Hot
Kepler-641 b,0,Hot
Kepler-642 b,0,Hot
Kepler-643 b,0,Hot
Kepler-644 b,0,Hot
Kepler-645 b,0,Hot
Kepler-646 b,0,Hot
Kepler-647 b,0,Hot
Kepler-648 b,0,Hot
Kepler-649 b,0,Hot
Kepler-65 b,0,Hot
Kepler-65 c,0,Hot
Kepler-65 d,0,Hot
Kepler-65 e,0,Hot
Kepler-650 b,0,Hot
Kepler-651 b,0,Hot
Kepler-652 b,0,Hot
Kepler-653 b,0,Hot
Kepler-653 c,0,Hot
Kepler-654 b,0,Hot
Kepler-655 b,0,Hot
Kepler-656 b,0,Hot
Kepler-657 b,0,Hot
Kepler-658 b,0,Hot
Kepler-659 b,0,Hot
Kepler-66 b,0,Hot
Kepler-660 b,0,Hot
Kepler-661 b,0,Hot
Kepler-662 b,0,Hot
Kepler-663 b,0,Hot
Kepler-664 b,0,Hot
Kepler-665 b,0,Hot
Kepler-666 b,0,Hot
Kepler-667 b,0,Hot
Kepler-668 b,0,Hot
Kepler-669 b,0,Hot
Kepler-67 b,0,Hot
Kepler-670 b,0,Hot
Kepler-671 b,0,Hot
Kepler-672 b,0,Hot
Kepler-673 b,0,Hot
Kepler-674 b,0,Hot
Kepler-675 b,0,Hot
Kepler-676 b,0,Hot
Kepler-677 b,0,Hot
Kepler-678 b,0,Hot
Kepler-679 b,0,Hot
Kepler-68 b,0,Hot
Kepler-68 c,0,Hot
Kepler-68 d,2,Warm
Kepler-680 b,0,Hot
Kepler-681 b,0,Hot
Kepler-682 b,0,Hot
Kepler-683 b,0,Hot
Kepler-684 b,0,Hot
Kepler-685 b,0,Hot
Kepler-686 b,0,Hot
Kepler-687 b,0,Hot
Kepler-688 b,0,Hot
Kepler-689 b,0,Hot
Kepler-69 b,0,Hot
Kepler-69 c,0,Hot
Kepler-690 b,0,Hot
Kepler-691 b,0,Hot
Kepler-692 b,0,Hot
Kepler-693 b,0,Hot
Kepler-694 b,0,Hot
Kepler-695 b,0,Hot
Kepler-696 b,0,Hot
Kepler-697 b,0,Hot
Kepler-698 b,0,Hot
Kepler-699 b,0,Hot
Kepler-7 b,0,Hot
Kepler-700 b,0,Hot
Kepler-701 b,0,Hot
Kepler-702 b,0,Hot
Kepler-703 b,0,Hot
Kepler-704 b,0,Hot
Kepler-705 b,2,Warm
Kepler-706 b,0,Hot
Kepler-707 b,0,Hot
Kepler-708 b,0,Hot
Kepler-709 b,0,Hot
Kepler-710 b,0,Hot
Kepler-711 b,0,Hot
Kepler-712 b,0,Hot
Kepler-712 c,2,Warm
Kepler-713 b,0,Hot
Kepler-714 b,0,Hot
Kepler-715 b,0,Hot
Kepler-716 b,0,Hot
Kepler-717 b,0,Hot
Kepler-718 b,0,Hot
Kepler-719 b,0,Hot
Kepler-720 b,0,Hot
Kepler-721 b,0,Hot
Kepler-722 b,0,Hot
Kepler-722 c,0,Hot
Kepler-723 b,0,Hot
Kepler-724 b,0,Hot
Kepler-725 b,0,Hot
Kepler-726 b,0,Hot
Kepler-727 b,0,Hot
Kepler-728 b,0,Hot
Kepler-729 b,0,Hot
Kepler-730 b,0,Hot
Kepler-730 c,0,Hot
Kepler-731 b,0,Hot
Kepler-732 b,0,Hot
Kepler-732 c,0,Hot
Kepler-733 b,0,Hot
Kepler-734 b,0,Hot
Kepler-735 b,0,Hot
Kepler-736 b,0,Hot
Kepler-737 b,0,Hot
Kepler-738 b,0,Hot
Kepler-739 b,0,Hot
Kepler-74 b,0,Hot
Kepler-740 b,0,Hot
Kepler-741 b,0,Hot
Kepler-742 b,0,Hot
Kepler-743 b,0,Hot
Kepler-744 b,0,Hot
Kepler-745 b,0,Hot
Kepler-746 b,0,Hot
Kepler-747 b,0,Hot
Kepler-748 b,0,Hot
Kepler-749 b,0,Hot
Kepler-75 b,0,Hot
Kepler-750 b,0,Hot
Kepler-750 c,0,Hot
Kepler-751 b,0,Hot
Kepler-752 b,0,Hot
Kepler-753 b,0,Hot
Kepler-754 b,0,Hot
Kepler-755 b,0,Hot
Kepler-755 c,0,Hot
Kepler-756 b,0,Hot
Kepler-757 b,0,Hot
Kepler-758 b,0,Hot
Kepler-758 c,0,Hot
Kepler-758 d,0,Hot
Kepler-758 e,0,Hot
Kepler-759 b,0,Hot
Kepler-76 b,0,Hot
Kepler-760 b,0,Hot
Kepler-760 c,0,Hot
Kepler-761 b,0,Hot
Kepler-762 b,0,Hot
Kepler-763 b,0,Hot
Kepler-764 b,0,Hot
Kepler-765 b,0,Hot
Kepler-766 b,0,Hot
Kepler-767 b,0,Hot
Kepler-768 b,0,Hot
Kepler-769 b,0,Hot
Kepler-769 c,0,Hot
Kepler-77 b,0,Hot
Kepler-770 b,0,Hot
Kepler-770 c,0,Hot
Kepler-770 d,0,Hot
Kepler-771 b,0,Hot
Kepler-772 b,0,Hot
Kepler-773 b,0,Hot
Kepler-774 b,0,Hot
Kepler-775 b,0,Hot
Kepler-776 b,0,Hot
Kepler-777 b,0,Hot
Kepler-778 b,0,Hot
Kepler-779 b,0,Hot
Kepler-78 b,0,Hot
Kepler-780 b,0,Hot
Kepler-781 b,0,Hot
Kepler-782 b,0,Hot
Kepler-783 b,0,Hot
Kepler-784 b,0,Hot
Kepler-785 b,0,Hot
Kepler-786 b,0,Hot
Kepler-787 b,0,Hot
Kepler-788 b,0,Hot
Kepler-789 b,0,Hot
Kepler-79 b,0,Hot
Kepler-79 c,0,Hot
Kepler-79 d,0,Hot
Kepler-79 e,0,Hot
Kepler-790 b,0,Hot
Kepler-791 b,0,Hot
Kepler-792 b,0,Hot
Kepler-793 b,0,Hot
Kepler-794 b,0,Hot
Kepler-795 b,0,Hot
Kepler-796 b,0,Hot
Kepler-797 b,0,Hot
Kepler-798 b,0,Hot
Kepler-799 b,0,Hot
Kepler-8 b,0,Hot
Kepler-80 b,0,Hot
Kepler-80 c,0,Hot
Kepler-80 d,0,Hot
Kepler-80 e,0,Hot
Kepler-80 f,0,Hot
Kepler-80 g,0,Hot
Kepler-800 b,0,Hot
Kepler-801 b,0,Hot
Kepler-802 b,0,Hot
Kepler-803 b,0,Hot
Kepler-804 b,0,Hot
Kepler-804 c,0,Hot
Kepler-805 b,0,Hot
Kepler-806 b,0,Hot
Kepler-807 b,0,Hot
Kepler-808 b,0,Hot
Kepler-809 b,0,Hot
Kepler-81 b,0,
Kepler-81 c,0,
Kepler-81 d,0,Hot
Kepler-810 b,0,Hot
Kepler-811 b,0,Hot
Kepler-812 b,0,Hot
Kepler-813 b,0,Hot
Kepler-814 b,0,Hot
Kepler-815 b,0,Hot
Kepler-816 b,0,Hot
Kepler-817 b,0,Hot
Kepler-818 b,0,Hot
Kepler-819 b,0,Hot
Kepler-82 b,0,
Kepler-82 c,0,
Kepler-82 d,0,
Kepler-82 e,0,
Kepler-82 f,0,
Kepler-820 b,0,Hot
Kepler-821 b,0,Hot
Kepler-822 b,0,Hot
Kepler-823 b,0,Hot
Kepler-824 b,0,Hot
Kepler-825 b,0,Hot
Kepler-825 c,0,Hot
Kepler-826 b,0,Hot
Kepler-827 b,0,Hot
Kepler-828 b,0,Hot
Kepler-829 b,0,Hot
Kepler-83 b,0,
Kepler-83 c,0,
Kepler-83 d,0,Hot
Kepler-830 b,0,Hot
Kepler-831 b,0,Hot
Kepler-832 b,0,Hot
Kepler-833 b,0,Hot
Kepler-834 b,0,Hot
Kepler-835 b,0,Hot
Kepler-836 b,0,Hot
Kepler-837 b,0,Hot
Kepler-838 b,0,Hot
Kepler-839 b,0,Hot
Kepler-84 b,0,
Kepler-84 c,0,
Kepler-84 d,0,Hot
Kepler-84 e,0,Hot
Kepler-84 f,0,Hot
Kepler-840 b,0,Hot
Kepler-841 b,0,Hot
Kepler-842 b,0,Hot
Kepler-843 b,0,Hot
Kepler-844 b,0,Hot
Kepler-845 b,0,Hot
Kepler-846 b,0,Hot
Kepler-847 b,0,Hot
Kepler-848 b,0,Hot
Kepler-849 b,0,Hot
Kepler-85 b,0,
Kepler-85 c,0,
Kepler-85 d,0,Hot
Kepler-85 e,0,Hot
Kepler-850 b,0,Hot
Kepler-851 b,0,Hot
Kepler-852 b,0,Hot
Kepler-853 b,0,Hot
Kepler-854 b,0,Hot
Kepler-855 b,0,Hot
Kepler-856 b,0,Hot
Kepler-857 b,0,Hot
Kepler-858 b,0,Hot
Kepler-859 b,0,Hot
Kepler-860 b,0,Hot
Kepler-861 b,0,Hot
Kepler-862 b,0,Hot
Kepler-863 b,0,Hot
Kepler-864 b,0,Hot
Kepler-865 b,0,Hot
Kepler-866 b,0,Hot
Kepler-867 b,0,Hot
Kepler-868 b,0,Hot
Kepler-869 b,0,Hot
Kepler-87 b,0,Hot
Kepler-87 c,0,Hot
Kepler-870 b,0,Hot
Kepler-871 b,0,Hot
Kepler-872 b,0,Hot
Kepler-873 b,0,Hot
Kepler-874 b,0,Hot
Kepler-875 b,0,Hot
Kepler-876 b,0,Hot
Kepler-877 b,0,Hot
Kepler-878 b,0,Hot
Kepler-879 b,0,Hot
Kepler-880 b,0,Hot
Kepler-881 b,0,Hot
Kepler-882 b,0,Hot
Kepler-883 b,0,Hot
Kepler-884 b,0,Hot
Kepler-885 b,0,Hot
Kepler-886 b,0,Hot
Kepler-887 b,0,Hot
Kepler-887 c,0,Hot
Kepler-888 b,0,Hot
Kepler-889 b,0,Hot
Kepler-890 b,0,Hot
Kepler-891 b,0,Hot
Kepler-892 b,0,Hot
Kepler-893 b,0,Hot
Kepler-894 b,0,Hot
Kepler-895 b,0,Hot
Kepler-896 b,0,Hot
Kepler-897 b,0,Hot
Kepler-898 b,0,Hot
Kepler-899 b,0,Hot
Kepler-9 b,0,Hot
Kepler-9 c,0,Hot
Kepler-9 d,0,Hot
Kepler-90 b,0,Hot
Kepler-90 c,0,Hot
Kepler-90 d,0,Hot
Kepler-90 e,0,Hot
Kepler-90 f,0,Hot
Kepler-90 g,0,Hot
Kepler-90 h,1,Warm
Kepler-90 i,0,Hot
Kepler-900 b,0,Hot
Kepler-901 b,0,Hot
Kepler-902 b,0,Hot
Kepler-903 b,0,Hot
Kepler-903 c,0,Hot
Kepler-904 b,0,Hot
Kepler-905 b,0,Hot
Kepler-906 b,0,Hot
Kepler-907 b,0,Hot
Kepler-908 b,0,Hot
Kepler-909 b,0,Hot
Kepler-91 b,0,Hot
Kepler-910 b,0,Hot
Kepler-911 b,0,Hot
Kepler-912 b,0,Hot
Kepler-913 b,0,Hot
Kepler-914 b,0,Hot
Kepler-915 b,0,Hot
Kepler-916 b,0,Hot
Kepler-917 b,0,Hot
Kepler-918 b,0,Hot
Kepler-919 b,0,Hot
Kepler-92 b,0,
Kepler-92 c,0,
Kepler-92 d,0,
Kepler-920 b,0,Hot
Kepler-920 c,0,Hot
Kepler-921 b,0,Hot
Kepler-922 b,0,Hot
Kepler-923 b,0,Hot
Kepler-924 b,0,Hot
Kepler-925 b,0,Hot
Kepler-926 b,0,Hot
Kepler-927 b,0,Hot
Kepler-928 b,0,Hot
Kepler-929 b,0,Hot
Kepler-93 b,0,Hot
Kepler-93 c,0,Cold
Kepler-930 b,0,Hot
Kepler-931 b,0,Hot
Kepler-932 b,0,Hot
Kepler-933 b,0,Hot
Kepler-934 b,0,Hot
Kepler-935 b,0,Hot
Kepler-936 b,0,Hot
Kepler-937 b,0,Hot
Kepler-937 c,0,Hot
Kepler-938 b,0,Hot
Kepler-939 b,0,Hot
Kepler-94 b,0,Hot
Kepler-94 c,0,Cold
Kepler-940 b,0,Hot
Kepler-941 b,0,Hot
Kepler-942 b,0,Hot
Kepler-943 b,0,Hot
Kepler-944 b,0,Hot
Kepler-945 b,0,Hot
Kepler-946 b,0,Hot
Kepler-947 b,0,Hot
Kepler-948 b,0,Hot
Kepler-949 b,0,Hot
Kepler-95 b,0,Hot
Kepler-950 b,0,Hot
Kepler-951 b,0,Hot
Kepler-952 b,0,Hot
Kepler-953 b,0,Hot
Kepler-953 c,0,Hot
Kepler-954 b,0,Hot
Kepler-955 b,0,Hot
Kepler-956 b,0,Hot
Kepler-957 b,0,Hot
Kepler-958 b,0,Hot
Kepler-959 b,0,Hot
Kepler-96 b,0,Hot
Kepler-960 b,0,Hot
Kepler-961 b,0,Hot
Kepler-962 b,0,Hot
Kepler-963 b,0,Hot
Kepler-964 b,0,Hot
Kepler-965 b,0,Hot
Kepler-966 b,0,Hot
Kepler-967 b,0,Hot
Kepler-967 c,2,Warm
Kepler-968 b,0,Hot
Kepler-968 c,0,Hot
Kepler-969 b,0,Hot
Kepler-969 c,0,Hot
Kepler-97 b,0,Hot
Kepler-97 c,2,Warm
Kepler-970 b,0,Hot
Kepler-971 b,0,Hot
Kepler-972 b,0,Hot
Kepler-973 b,0,Hot
Kepler-974 b,0,Hot
Kepler-975 b,0,Hot
Kepler-976 b,0,Hot
Kepler-977 b,0,Hot
Kepler-978 b,0,Hot
Kepler-979 b,0,Hot
Kepler-98 b,0,Hot
Kepler-980 b,0,Hot
Kepler-981 b,0,Hot
Kepler-982 b,0,Hot
Kepler-983 b,0,Hot
Kepler-984 b,0,Hot
Kepler-985 b,0,Hot
Kepler-986 b,0,Hot
Kepler-987 b,0,Hot
Kepler-988 b,0,Hot
Kepler-989 b,0,Hot
Kepler-99 b,0,Hot
Kepler-990 b,0,Hot
Kepler-990 c,0,Hot
Kepler-991 b,1,Warm
Kepler-992 b,0,Hot
Kepler-993 b,0,Hot
Kepler-994 b,0,Hot
Kepler-995 b,0,Hot
Kepler-996 b,0,Hot
Kepler-997 b,0,Hot
Kepler-998 b,0,Hot
Kepler-999 b,0,Hot
KIC 10001893 b,0,
KIC 10001893 c,0,
KIC 10001893 d,0,
KIC 10525077 b,2,Warm
KIC 3558849 b,0,Cold
KIC 5437945 b,1,Warm
KIC 5951458 b,2,Warm
KIC 7917485 b,0,Hot
KIC 8540376 b,0,Hot
KIC 8540376 c,0,Hot
KIC 9663113 b,2,Warm
KMT-2016-BLG-1107L b,0,
KMT-2016-BLG-1397L b,0,
KMT-2016-BLG-1820L b,0,
KMT-2016-BLG-2142L b,0,
KMT-2017-BLG-0165L b,0,
KMT-2017-BLG-1038L b,0,
KMT-2017-BLG-1146L b,0,
KOI-12 b,0,Hot
KOI-1257 b,0,Hot
KOI-13 b,0,Hot
KOI-142 b,0,Hot
KOI-142 c,0,Hot
KOI-1599.01,0,
KOI-1599.02,0,
KOI-217 b,0,Hot
KOI-3680 b,0,Hot
KOI-55 b,0,Hot
KOI-55 c,0,Hot
KOI-94 b,0,Hot
KOI-94 c,0,Hot
KOI-94 d,0,Hot
KOI-94 e,0,Hot
KPS-1 b,0,Hot
L 98-59 b,0,Hot
L 98-59 c,0,Hot
L 98-59 d,0,Hot
LHS 1140 b,2,Warm
LHS 1140 c,0,Hot
LHS 3844 b,0,Hot
LkCa 15 b,0,
LkCa 15 c,0,
LSPM J2116+0234 b,0,Hot
LTT 1445 A b,0,Hot
Lupus-TR-3 b,0,Hot
MASCARA-1 b,0,Hot
MOA-2007-BLG-192L b,0,
MOA-2007-BLG-400L b,0,
MOA-2008-BLG-310L b,0,
MOA-2008-BLG-379L b,0,
MOA-2009-BLG-266L b,0,
MOA-2009-BLG-319L b,0,
MOA-2009-BLG-387L b,0,
MOA-2010-BLG-073L b,0,
MOA-2010-BLG-117L b,0,
MOA-2010-BLG-328L b,0,
MOA-2010-BLG-353L b,0,
MOA-2010-BLG-477L b,0,
MOA-2011-BLG-028L b,0,
MOA-2011-BLG-262L b,0,
MOA-2011-BLG-291L b,0,
MOA-2011-BLG-293L b,0,
MOA-2011-BLG-322L b,0,
MOA-2012-BLG-006L b,0,
MOA-2012-BLG-505L b,0,
MOA-2013-BLG-605L b,0,
MOA-2015-BLG-337L b,0,
MOA-2016-BLG-227L b,0,
MOA-2016-BLG-319L b,0,
MOA-bin-1L b,0,
mu Leo b,0,Hot
MXB 1658-298 b,0,
NGC 2682 Sand 364 b,0,Hot
NGC 2682 Sand 978 b,0,Hot
NGC 2682 YBP 1194 b,0,Hot
NGC 2682 YBP 1514 b,0,Hot
NGC 2682 YBP 401 b,0,Hot
NGTS-1 b,0,Hot
NGTS-2 b,0,Hot
NGTS-3 A b,0,Hot
NGTS-4 b,0,Hot
NGTS-5 b,0,Hot
NN Ser c,0,
NN Ser d,0,
NSVS 14256825 b,0,Hot
nu Oph b,0,Hot
nu Oph c,0,Hot
NY Vir b,0,
OGLE-2003-BLG-235L b,0,
OGLE-2005-BLG-071L b,0,
OGLE-2005-BLG-169L b,0,
OGLE-2005-BLG-390L b,0,
OGLE-2006-BLG-109L b,0,
OGLE-2006-BLG-109L c,0,
OGLE-2007-BLG-349L AB c,0,
OGLE-2007-BLG-368L b,0,
OGLE-2008-BLG-092L b,0,
OGLE-2008-BLG-355L b,0,
OGLE-2011-BLG-0173L b,0,
OGLE-2011-BLG-0251L b,0,
OGLE-2011-BLG-0265L b,0,
OGLE-2012-BLG-0026L b,0,
OGLE-2012-BLG-0026L c,0,
OGLE-2012-BLG-0358L b,0,
OGLE-2012-BLG-0406L b,0,
OGLE-2012-BLG-0563L b,0,
OGLE-2012-BLG-0724L b,0,
OGLE-2012-BLG-0950L b,0,
OGLE-2013-BLG-0102L b,0,
OGLE-2013-BLG-0132L b,0,
OGLE-2013-BLG-0341L B b,0,
OGLE-2013-BLG-1721L b,0,
OGLE-2013-BLG-1761L b,0,
OGLE-2014-BLG-0124L b,0,
OGLE-2014-BLG-0676L b,0,
OGLE-2014-BLG-1722L b,0,
OGLE-2014-BLG-1722L c,0,
OGLE-2014-BLG-1760L b,0,
OGLE-2015-BLG-0051L b,0,
OGLE-2015-BLG-0954L b,0,
OGLE-2015-BLG-0966L b,0,
OGLE-2015-BLG-1670L b,0,
OGLE-2016-BLG-0263L b,0,
OGLE-2016-BLG-0613L AB b,0,
OGLE-2016-BLG-1190L b,0,
OGLE-2016-BLG-1195L b,0,
OGLE-2017-BLG-0173L b,0,
OGLE-2017-BLG-0373L b,0,
OGLE-2017-BLG-0482L b,0,
OGLE-2017-BLG-1140L b,0,
OGLE-2017-BLG-1434L b,0,
